noise_type,snr_db,sg_eer_mean,sg_eer_std,sg_min_dcf_mean,sg_min_dcf_std,sg_threshold_mean,sg_threshold_std,cg_far_mean,cg_far_std,overall_eer_mean,overall_eer_std,overall_min_dcf_mean,overall_min_dcf_std,overall_threshold_mean,overall_threshold_std,n_pairs
metro,10.0,0.00432171712163832,0.0026968333604223903,0.013600000366568521,0.006035313161396557,0.4601054549217224,0.007619413193492987,0.0,0.0,0.0036590452771633397,0.002539629801561714,0.013600000366568521,0.006035313161396557,0.4464609920978546,0.012586394533926638,5980
office,-10.0,0.01175909098237752,0.0045588762337618275,0.08969999849796291,0.02613091753151948,0.3221196413040161,0.01390068389813827,0.00020000000949948,0.00027386129176028176,0.008596482547,0.003970344590927651,0.08324974626302714,0.019233501446148552,0.3083180725574493,0.01934357705700306,5980
office,-5.0,0.00763838384300468,0.0031663079935429243,0.04050000123679632,0.0182002762864692,0.3583714604377747,0.012373805461760451,0.0,0.0,0.0058896984439342995,0.0023743957262825723,0.04047487489879126,0.018168409953999973,0.3432698905467987,0.017238407233166636,5980
office,0.0,0.00532676777802406,0.00234631401900824,0.020999999716877903,0.014212670439723189,0.39976047277450555,0.01628833509997124,0.0,0.0,0.00395979897584762,0.002270577181454886,0.020999999716877903,0.014212670439723189,0.38867927789688106,0.017004646215598437,5980
office,5.0,0.0051257575396448,0.003146305726715899,0.021599999256432002,0.01692040090062262,0.4257762134075165,0.010559875208820103,0.0,0.0,0.0038595477584749,0.002502235330258494,0.021599999256432002,0.01692040090062262,0.4102942109107971,0.01316211463801675,5980
office,10.0,0.00412070709280666,0.0034524618025538805,0.0119000007398426,0.008891007562914166,0.4522887110710144,0.01774654331091933,0.0,0.0,0.0032080402481369204,0.0028487943387487387,0.0119000007398426,0.008891007562914166,0.4371770918369293,0.019074024205684263,5980
park,-10.0,0.02276414129883046,0.0030952636837900107,0.23739999830722808,0.07803155637680291,0.2856831789016724,0.011309873283637834,0.0017000000108964401,0.0010368220495442463,0.01694246241822834,0.0028443809208358595,0.19687337279319758,0.04839285594368844,0.27167428135871885,0.012591080573694353,5980
park,-5.0,0.01386969694867724,0.00214972767440364,0.12640000283718106,0.032839385635967444,0.33279514312744135,0.01268747024094479,0.00030000001424921994,0.00044721361674144087,0.01040100506506856,0.0025713062858748847,0.10967436730861657,0.022203117920146977,0.31808263063430786,0.01223584616362693,5980
park,0.0,0.009346969844773382,0.0031302120774561477,0.05849999859929078,0.026343875454398515,0.38551946878433224,0.01792150990247484,0.0,0.0,0.006591457268223119,0.00227581198452356,0.05494974926114077,0.025445905504552547,0.36764868497848513,0.020093465754028105,5980
park,5.0,0.006633333396166501,0.002981461691300047,0.026900000311434236,0.013598712806082883,0.4149397432804108,0.010173348243426231,0.0,0.0,0.00501256282441316,0.00229704483704444,0.026900000311434236,0.013598712806082883,0.3986677885055542,0.01219701288534612,5980
park,10.0,0.00492474744096394,0.002644829964300378,0.0166000004857778,0.006228964657595236,0.43976502418518065,0.01078574246438524,0.0,0.0,0.00375929649453606,0.002139598009976495,0.0166000004857778,0.006228964657595236,0.42536231875419617,0.01211147576244852,5980
traffic,-10.0,0.01824141414836044,0.005250778979103298,0.2323000073432922,0.06970706827031803,0.3139984607696533,0.012557011595889662,0.0003000000026077,0.0006708203990809313,0.012807035073637901,0.004091871826856476,0.19062361717224116,0.034212502657667995,0.3003566205501556,0.01316115721864584,5980
traffic,-5.0,0.0111560604535043,0.004010768328469149,0.08729999810457226,0.03609985932239561,0.3723056197166442,0.01405253835304253,0.0,0.0,0.00796984927728768,0.0025995242180148976,0.08324974626302716,0.03111344705663636,0.35814700126647947,0.016490901637022933,5980
traffic,0.0,0.0074373736977576795,0.0029814615912288917,0.045699999667704064,0.022562690471188005,0.4087177157402039,0.00992584866639608,0.0,0.0,0.00531331659294662,0.0027591869550939578,0.04177487436681982,0.01966997548716186,0.3931094229221344,0.0162803872382963,5980
traffic,5.0,0.00532676763832564,0.001933253272617528,0.01870000008493658,0.012286171125163196,0.43775543570518494,0.010729838144754342,0.0,0.0,0.00368417084682728,0.002162577534072016,0.01870000008493658,0.012286171125163196,0.42415462136268617,0.014869560295380826,5980
traffic,10.0,0.00412070709280666,0.0036825193010123275,0.01199999982491132,0.009688910660978883,0.46152315735816957,0.020358222833675804,0.0,0.0,0.0034085427643730597,0.0029313852686728434,0.01199999982491132,0.009688910660978883,0.4476077377796173,0.018918596086249226,5980
