noise_type,snr_db,sg_eer_mean,sg_eer_std,sg_min_dcf_mean,sg_min_dcf_std,sg_threshold_mean,sg_threshold_std,cg_far_mean,cg_far_std,overall_eer_mean,overall_eer_std,overall_min_dcf_mean,overall_min_dcf_std,overall_threshold_mean,overall_threshold_std,n_pairs
office,-10.0,0.025979798287153178,0.006460858136167362,0.20809999704360962,0.059832472123824886,0.24102828800678253,0.006584718844353544,0.00150000001303848,0.0011726039211920629,0.01997487433254714,0.00559336289859998,0.17819899618625637,0.05006167598616943,0.2275270521640777,0.008152489019572584,5980
office,-5.0,0.01135707078501578,0.0029215695792786946,0.10160000324249263,0.028546891982601654,0.3019449234008789,0.005883102145621193,0.00010000000474974,0.00022360680837072043,0.008095226204022721,0.0023967672683543576,0.09154974967241283,0.028607419537264273,0.28807213306427004,0.007303202432675543,5980
office,0.0,0.00854292931035156,0.0025126261869445475,0.053000000491738274,0.024395184399204344,0.3541843831539154,0.014395166650102546,0.0,0.0,0.00603994973935182,0.0014326391782990288,0.051574874296784354,0.023300872757897145,0.3397200107574463,0.010976179782720055,5980
office,5.0,0.00673383832909164,0.0023730686799947453,0.0402000011876225,0.03298219259638928,0.39538121223449707,0.004859830223816671,0.0,0.0,0.005413567903451601,0.0018553255461268641,0.03754974920302626,0.027384689795010568,0.382078492641449,0.008856968938593569,5980
office,10.0,0.00432171716820444,0.002985693517386453,0.0195000008679926,0.01823458433340101,0.4376649260520935,0.012638400754918774,0.0,0.0,0.00338341710157688,0.0024137194573075897,0.01937487432733174,0.017973242590460292,0.4240639925003052,0.015073560452470002,5980
park,-10.0,0.06638232171535488,0.0035640338172251425,0.550600004196167,0.027823997278397444,0.19183923602104183,0.002491077127162597,0.018200000375509222,0.003701351447165356,0.05421055257320399,0.0028487943756194474,0.48142260909080503,0.037516584573923234,0.179921281337738,0.003602467208568147,5980
park,-5.0,0.03341666720807548,0.0040979693783762105,0.35899999737739563,0.08100925859214088,0.26323572397232053,0.005780676136979647,0.0009000000078230799,0.0009617691761394059,0.024436181038618037,0.003102643351820353,0.30004723370075226,0.059475710415832175,0.24605022370815272,0.007302736601721775,5980
park,0.0,0.01577929314225908,0.003048469174701258,0.14979999661445614,0.022623548167762225,0.3323164224624634,0.011450834238754353,0.0,0.0,0.011303266417235081,0.0019421214221376508,0.1397497475147247,0.018044001520979198,0.3154037237167358,0.010390736725433572,5980
park,5.0,0.01185959586873646,0.002425693247337182,0.06440000087022776,0.023381083377628373,0.3802412867546081,0.006660411320684964,0.0,0.0,0.008696733647957419,0.0017535824511881275,0.058349748700857115,0.014367007661073787,0.3644155442714691,0.005731836474673927,5980
park,10.0,0.0066333333496004,0.0022019552482271465,0.032599999755620904,0.01121048602700408,0.41571258306503295,0.0038785163641541203,0.0,0.0,0.004786934657022341,0.0016540700821381852,0.028974874317645984,0.004962550296801309,0.3991048276424408,0.0016667663883040312,5980
traffic,-10.0,0.054020202159881556,0.006990342434773505,0.4807999968528748,0.05341769200160559,0.23153851032257075,0.005421993201640516,0.0019000000436789999,0.0013874437437676017,0.03761909529566762,0.005891946331829306,0.4292221188545227,0.015361261185803889,0.21552579104900355,0.00713608790187415,5980
traffic,-5.0,0.0257787877693772,0.0038289871919348663,0.20640000104904171,0.039920861584963926,0.309202367067337,0.005724505897976682,0.0,0.0,0.018095226306468197,0.003121159601043435,0.1914994955062866,0.028414346669905412,0.29133857488632203,0.006039838362072076,5980
traffic,0.0,0.01407070718705648,0.0031180872021273304,0.11450000479817386,0.041315858739035004,0.3644544005393982,0.0073299768780040325,0.0,0.0,0.0106015076860785,0.002927570906422802,0.10157437399029727,0.03368784954495806,0.34686573147773736,0.01045818510663017,5980
traffic,5.0,0.00814090911298986,0.002497505045693392,0.0392999995499849,0.01680252878656837,0.40706799626350404,0.008416814334131358,0.0,0.0,0.00561407038476316,0.0018553255492720759,0.0363748740404844,0.014374949676396537,0.3947291314601898,0.009087597468250806,5980
traffic,10.0,0.00532676761504258,0.0025276569288341377,0.0209000010974705,0.017526410488490386,0.43401297330856325,0.010328251122449722,0.0,0.0,0.0048120603198185,0.0026190340958296503,0.01987487422302364,0.015422435002117965,0.42131062150001525,0.012377804805836612,5980
