noise_type,total_share_drop,gate_driven,gate_pct,norm_driven,norm_pct,raw_g_audio_drop,g_audio_10dB,g_audio_-10dB,interaction,interaction_pct
cafeteria,0.21735050696500086,0.17518117665820854,80.59846701273962,0.04799133208793821,22.080156498400104,0.1080672487616539,0.2210923701524734,0.11302512139081951,-0.005822001781145891,-2.6786235111397216
metro,0.19863063809266168,0.17408484037210314,87.64249163358784,0.02725832185733401,13.723120521124207,0.10784004926681517,0.22377066314220423,0.11593061387538905,-0.0027125241367754738,-1.3656121547120412
office,0.12263495927705753,0.11814058938818461,96.33516420165378,0.004622666083090254,3.7694521287740663,0.08065847158432007,0.22789290249347682,0.14723443090915675,-0.00012829619421733662,-0.10461633042784252
park,0.16983569356438977,0.1375632899275931,80.99786743323114,0.03424838675100289,20.165600076298627,0.09119753241539005,0.22793135941028594,0.1367338269948959,-0.0019759831142062145,-1.1634675095297682
traffic,0.13718387876586258,0.13084919151396884,95.3823384286244,0.006537918308789026,4.765806571155173,0.0896140247583389,0.2334069818258285,0.1437929570674896,-0.0002032310568952922,-0.14814499977956963
