fold,noise_type,snr_db,n_pairs,sg_eer,sg_min_dcf,sg_threshold,cg_far,overall_eer,overall_min_dcf,overall_threshold
0,clean,,5980,0.0020101011032238603,0.014999999664723873,0.43674540519714355,0.0,0.0013781407033093274,0.014999999664723873,0.428826242685318
0,cafeteria,-10,5980,0.020101009868085384,0.1889999955892563,0.31699997186660767,0.0010000000474974513,0.01453643199056387,0.169874370098114,0.2947685718536377
0,cafeteria,-5,5980,0.010553030297160149,0.04399999976158142,0.3654586672782898,0.0,0.007393216015771031,0.04399999976158142,0.3337172567844391
0,cafeteria,0,5980,0.0040202022064477205,0.042500000447034836,0.38533133268356323,0.0,0.0030075376853346825,0.042500000447034836,0.3675551116466522
0,cafeteria,5,5980,0.0030151514802128077,0.02199999988079071,0.42051950097084045,0.0,0.0018793970230035484,0.02199999988079071,0.4043269157409668
0,cafeteria,10,5980,0.0020101011032238603,0.016499999910593033,0.41412094235420227,0.0,0.0018793970230035484,0.016499999910593033,0.3968060314655304
0,metro,-10,5980,0.01708585862070322,0.11999999731779099,0.3402640223503113,0.0,0.010526381898671389,0.1153743714094162,0.30699265003204346
0,metro,-5,5980,0.00854292931035161,0.06599999964237213,0.3613220155239105,0.0,0.006516331806778908,0.06599999964237213,0.3294653296470642
0,metro,0,5980,0.005025252467021346,0.05649999901652336,0.3855329751968384,0.0,0.0035087940050289035,0.048374369740486145,0.36220023036003113
0,metro,5,5980,0.003517676843330264,0.02250000089406967,0.4139605760574341,0.0,0.0025062813656404614,0.02250000089406967,0.39461132884025574
0,metro,10,5980,0.0020101011032238603,0.015499998815357685,0.42066141963005066,0.0,0.0018793970230035484,0.015499998815357685,0.4166310429573059
0,office,-10,5980,0.007035353686660528,0.04100000113248825,0.3614182770252228,0.0,0.005513819167390466,0.04100000113248825,0.33159464597702026
0,office,-5,5980,0.006030302960425615,0.03350000083446503,0.37415745854377747,0.0,0.0040100503247231245,0.03350000083446503,0.35284489393234253
0,office,0,5980,0.002512626233510673,0.029500002041459084,0.411024272441864,0.0,0.0020050251623615623,0.029500002041459084,0.39674505591392517
0,office,5,5980,0.002512626233510673,0.013000000268220901,0.4013427495956421,0.0,0.0015037688426673412,0.013000000268220901,0.38877785205841064
