fold,noise_type,snr_db,n_pairs,sg_eer,sg_min_dcf,sg_threshold,cg_far,overall_eer,overall_min_dcf,overall_threshold
2,office,-5,5980,0.010553030297160149,0.07150000333786011,0.21468549966812134,0.0005000000237487257,0.007518844213336706,0.07150000333786011,0.20118975639343262
2,office,0,5980,0.003517676843330264,0.020500000566244125,0.23886603116989136,0.001500000013038516,0.0033831659238785505,0.020500000566244125,0.23589453101158142
2,office,5,5980,0.003517676843330264,0.009999999776482582,0.2601119875907898,0.0010000000474974513,0.0030075376853346825,0.009999999776482582,0.2533203959465027
2,office,10,5980,0.0020101011032238603,0.004000000189989805,0.270938903093338,0.0005000000237487257,0.0015037688426673412,0.004000000189989805,0.2683853209018707
2,park,-10,5980,0.15452272444963455,0.6654999852180481,0.09434235841035843,0.07850000262260437,0.13546356558799744,0.6114975214004517,0.08464667946100235
2,park,-5,5980,0.032914141193032265,0.2770000100135803,0.17290174961090088,0.014499999582767487,0.027067839168012142,0.2267487347126007,0.16423450410366058
2,park,0,5980,0.010050504934042692,0.11549999564886093,0.22316493093967438,0.0035000001080334187,0.008020100649446249,0.10287436842918396,0.21616968512535095
2,park,5,5980,0.0055277778301388025,0.025499999523162842,0.24249523878097534,0.0010000000474974513,0.0040100503247231245,0.025499999523162842,0.23935280740261078
2,park,10,5980,0.0030151514802128077,0.007499999832361937,0.25758302211761475,0.0010000000474974513,0.0030075376853346825,0.007499999832361937,0.25565218925476074
2,traffic,-10,5980,0.07361868768930435,0.4309999942779541,0.13562768697738647,0.02250000089406967,0.06290703639388084,0.40324875712394714,0.12262937426567078
2,traffic,-5,5980,0.015075757633894682,0.07249999791383743,0.19302287697792053,0.005499999970197678,0.014035176020115614,0.09149999916553497,0.18341100215911865
2,traffic,0,5980,0.0055277778301388025,0.023499999195337296,0.22987841069698334,0.001500000013038516,0.005012562731280923,0.023499999195337296,0.22505980730056763
2,traffic,5,5980,0.00452272710390389,0.00800000037997961,0.25340306758880615,0.001500000013038516,0.0040100503247231245,0.00800000037997961,0.24232681095600128
2,traffic,10,5980,0.0010050505516119301,0.007000000216066837,0.2775273621082306,0.0,0.0010025125811807811,0.007000000216066837,0.2749476134777069
3,clean,,5980,0.0030151514802128077,0.03150000050663948,0.38835933804512024,0.0,0.0020050251623615623,0.03150000050663948,0.3801570236682892
3,cafeteria,-10,5980,0.37537625432014465,0.9409999847412109,0.01678905263543129,0.320499986410141,0.36303266882896423,0.949999988079071,0.0140465646982193
3,cafeteria,-5,5980,0.12110606208443642,0.5915000438690186,0.10676320642232895,0.057999998331069946,0.11052638292312622,0.5412487387657166,0.0962139368057251
3,cafeteria,0,5980,0.015578282997012138,0.12250000238418579,0.2158859372138977,0.004000000189989805,0.013032663613557816,0.09737437218427658,0.20546944439411163
3,cafeteria,5,5980,0.006532828323543072,0.08449999988079071,0.28053954243659973,0.0010000000474974513,0.005012562731280923,0.06187437102198601,0.26071467995643616
3,cafeteria,10,5980,0.003517676843330264,0.042500000447034836,0.3082251250743866,0.0,0.0025062813656404614,0.042374372482299805,0.2994774580001831
3,metro,-10,5980,0.2530151456594467,0.8440000414848328,0.059618089348077774,0.1404999941587448,0.23258166015148163,0.7833718657493591,0.04994938522577286
3,metro,-5,5980,0.08040151372551918,0.2939999997615814,0.1409722864627838,0.023000000044703484,0.07406030222773552,0.26374873518943787,0.12393969297409058
3,metro,0,5980,0.015578282997012138,0.13750000298023224,0.22783254086971283,0.0044999998062849045,0.013533919584006071,0.11024874448776245,0.218790665268898
3,metro,5,5980,0.006532828323543072,0.04149999842047691,0.3053693473339081,0.0,0.004511306528002024,0.04149999842047691,0.286530464887619
3,metro,10,5980,0.003517676843330264,0.017999999225139618,0.33132699131965637,0.0,0.0020050251623615623,0.017999999225139618,0.3116130828857422
3,office,-10,5980,0.05050252564251423,0.2680000066757202,0.14975978434085846,0.019500000402331352,0.042481156066060066,0.2428743541240692,0.14122997224330902
3,office,-5,5980,0.012563131283968687,0.09099999815225601,0.20917189121246338,0.005499999970197678,0.010902009904384613,0.09099999815225601,0.20564618706703186
3,office,0,5980,0.0055277778301388025,0.0215000007301569,0.25189831852912903,0.0010000000474974513,0.004886934533715248,0.0215000007301569,0.24290111660957336
3,office,5,5980,0.0040202022064477205,0.020999999716877937,0.2880316972732544,0.0,0.0035087940050289035,0.020999999716877937,0.27448296546936035
3,office,10,5980,0.0040202022064477205,0.0430000014603138,0.3204323947429657,0.0,0.0030075376853346825,0.039374373853206635,0.30521532893180847
3,park,-10,5980,0.1449747458100319,0.7350000143051147,0.09557858109474182,0.09200000017881393,0.13308291882276535,0.6809974908828735,0.08779248595237732
3,park,-5,5980,0.04396969638764858,0.2720000147819519,0.1705556958913803,0.01600000075995922,0.03759422153234482,0.27362313866615295,0.16197161376476288
3,park,0,5980,0.011558081023395061,0.10799999535083771,0.23348432779312134,0.001500000013038516,0.009523869026452303,0.09287437796592712,0.2184746116399765
3,park,5,5980,0.0055277778301388025,0.05550000071525574,0.2851896286010742,0.0,0.0035087940050289035,0.05550000071525574,0.279175728559494
3,park,10,5980,0.005025252467021346,0.04100000113248825,0.30353373289108276,0.0005000000237487257,0.0030075376853346825,0.04100000113248825,0.2918844521045685
3,traffic,-10,5980,0.09748737141489983,0.4429999887943268,0.13407979905605316,0.027499999850988388,0.08245602995157242,0.4429999887943268,0.1193581148982048
3,traffic,-5,5980,0.01658333372324705,0.07050000131130219,0.2148190438747406,0.004000000189989805,0.015037688426673412,0.07050000131130219,0.20021814107894897
3,traffic,0,5980,0.00854292931035161,0.048500001430511475,0.26252099871635437,0.0005000000237487257,0.006015075370669365,0.048500001430511475,0.2483101487159729
3,traffic,5,5980,0.006030302960425615,0.052000001072883606,0.3132387101650238,0.0,0.0040100503247231245,0.048374369740486145,0.2975841462612152
3,traffic,10,5980,0.005025252467021346,0.027499999850988388,0.3087688982486725,0.0,0.0035087940050289035,0.027499999850988388,0.29391244053840637
4,clean,,5980,0.0015075757401064038,0.003000000026077032,0.3326185941696167,0.0,0.0010025125811807811,0.003000000026077032,0.32560649514198303
4,cafeteria,-10,5980,0.37587878108024597,0.9495000839233398,0.021620973944664,0.2915000021457672,0.3580201119184494,0.9735000729560852,0.01699870079755783
4,cafeteria,-5,5980,0.10854292660951614,0.4220000207424164,0.10748766362667084,0.054999999701976776,0.10000000149011612,0.4104974865913391,0.09720051288604736
4,cafeteria,0,5980,0.011558081023395061,0.05700000002980232,0.21091380715370178,0.005499999970197678,0.01040075346827507,0.05700000002980232,0.20334118604660034
4,cafeteria,5,5980,0.008040404412895441,0.07400000095367432,0.24558353424072266,0.0005000000237487257,0.006516331806778908,0.07387436926364899,0.23344719409942627
4,cafeteria,10,5980,0.002512626233510673,0.01250000111758709,0.299723744392395,0.0,0.0025062813656404614,0.01250000111758709,0.2846173942089081
4,metro,-10,5980,0.2778888940811157,0.8330000042915344,0.05187397450208664,0.1770000010728836,0.2585213631391525,0.8047487735748291,0.043775755912065506
4,metro,-5,5980,0.07939646393060684,0.38350000977516174,0.13192176818847656,0.03200000151991844,0.07255653291940689,0.3151231110095978,0.1188451498746872
4,metro,0,5980,0.01909595914185047,0.06599999964237213,0.20681557059288025,0.0035000001080334187,0.015538944397121668,0.06599999964237213,0.19511428475379944
4,metro,5,5980,0.007035353686660528,0.01899999938905239,0.26261472702026367,0.0005000000237487257,0.005513819167390466,0.01899999938905239,0.2519397437572479
4,metro,10,5980,0.0030151514802128077,0.007000000216066837,0.30081015825271606,0.0,0.0020050251623615623,0.007000000216066837,0.2918928265571594
4,office,-10,5980,0.04547727294266224,0.3264999985694885,0.14655627310276031,0.014999999664723873,0.03796984814107418,0.3013743758201599,0.13709229230880737
4,office,-5,5980,0.015578282997012138,0.0925000011920929,0.19832082092761993,0.0035000001080334187,0.012531407177448273,0.08887437731027603,0.18526044487953186
4,office,0,5980,0.006030302960425615,0.06650000065565109,0.25382936000823975,0.0005000000237487257,0.0038844222435727715,0.06650000065565109,0.23585134744644165
4,office,5,5980,0.0040202022064477205,0.014000000432133675,0.2728613317012787,0.0,0.0030075376853346825,0.014000000432133675,0.2612702250480652
4,office,10,5980,0.0020101011032238603,0.007000000216066837,0.3052864968776703,0.0,0.0015037688426673412,0.007000000216066837,0.28673145174980164
4,park,-10,5980,0.15452272444963455,0.7225000262260437,0.09774654358625412,0.09000000357627869,0.14498743414878845,0.6764975190162659,0.08842060714960098
4,park,-5,5980,0.04497474804520607,0.3310000002384186,0.15815481543540955,0.016499999910593033,0.03947361931204796,0.28074872493743896,0.14934870600700378
4,park,0,5980,0.01658333372324705,0.12800000607967377,0.224396213889122,0.001500000013038516,0.01203015074133873,0.12800000607967377,0.20923759043216705
4,park,5,5980,0.00854292931035161,0.05849999934434891,0.243082195520401,0.0005000000237487257,0.007017588010057807,0.05849999934434891,0.2320747822523117
4,park,10,5980,0.006030302960425615,0.015499998815357685,0.2694244682788849,0.0010000000474974513,0.005012562731280923,0.015499998815357685,0.25469666719436646
4,traffic,-10,5980,0.07939646393060684,0.4985000193119049,0.12905290722846985,0.03500000014901161,0.07205527648329735,0.4426231384277344,0.11981861293315887
4,traffic,-5,5980,0.020603535696864128,0.15549999475479126,0.19458162784576416,0.006000000052154064,0.017543969675898552,0.15549999475479126,0.1837567538022995
4,traffic,0,5980,0.009547979570925236,0.07199999690055847,0.2426004409790039,0.0005000000237487257,0.007017588010057807,0.07199999690055847,0.23353368043899536
4,traffic,5,5980,0.005025252467021346,0.04699999839067459,0.27399617433547974,0.0,0.0033831659238785505,0.04699999839067459,0.26663097739219666
4,traffic,10,5980,0.005025252467021346,0.017500000074505806,0.28937476873397827,0.0,0.0035087940050289035,0.017500000074505806,0.27614879608154297
