noise_type,snr_db,sg_eer_mean,sg_eer_std,sg_min_dcf_mean,sg_min_dcf_std,sg_threshold_mean,sg_threshold_std,cg_far_mean,cg_far_std,overall_eer_mean,overall_eer_std,overall_min_dcf_mean,overall_min_dcf_std,overall_threshold_mean,overall_threshold_std,n_pairs
office,-10,0.09477373659610744,0.00937179313247605,0.5985000133514404,0.12374821395066972,0.17811968028545375,0.0030664703375572187,0.03269999995827672,0.0046984042489981925,0.0806015066802501,0.008912764251869753,0.5517733633518219,0.0901328507520959,0.16730680763721462,0.0038904818913918296,5980
office,-5,0.04919595941901204,0.003720045037074536,0.4065999984741211,0.07805799612219318,0.25057168006896974,0.006703562713120997,0.0032000000821426197,0.0019235384158263502,0.03641608096659178,0.0031411700733451164,0.3463477253913879,0.04309638300768503,0.23367835283279415,0.004655279439797433,5980
office,0,0.031004545278847162,0.002829355231872704,0.27909999787807466,0.052020911474753295,0.3247134745121002,0.006483442659898869,0.0,0.0,0.022706783935427622,0.002527138955320387,0.2418733686208725,0.04500595604462283,0.305687153339386,0.00718153989373838,5980
office,5,0.02587929330766196,0.0028915920093120573,0.16320000439882273,0.054389335266384384,0.3848917722702026,0.005663851313850392,0.0,0.0,0.018947487231343922,0.0023350151788545225,0.1469989940524101,0.04518330587017683,0.36540479660034175,0.005659914388576287,5980
office,10,0.016482828371226742,0.003245083686082638,0.08720000088214867,0.029850879015232513,0.43598143458366395,0.005613862821780739,0.0,0.0,0.011679145600646661,0.002230028718503203,0.08437487632036204,0.02941593903054504,0.4213144540786743,0.006725397035651242,5980
park,-10,0.22457273006439205,0.008530095651809429,0.9235000133514404,0.03736811972607285,0.1190723985433578,0.0009294586186767629,0.1936999976634979,0.011239436246507618,0.21776934713125223,0.006636539677768762,0.9182492613792419,0.02458323717220941,0.11644721478223799,0.0015192820058196055,5980
park,-5,0.10783939287066455,0.007492515315883687,0.7327999949455262,0.13394710354697656,0.20688193440437314,0.005147213018819499,0.02199999988079068,0.005396758609973449,0.08751884475350376,0.00574309183946108,0.6817970037460327,0.1038613392661138,0.19233400523662564,0.0041075532883901806,5980
park,0,0.06095505058765406,0.005875464125266755,0.5077000081539154,0.060614162538131997,0.28963263630867003,0.00458398518972894,0.0005000000121071801,0.0006123724410187399,0.04263165816664694,0.002988299295677356,0.4418221116065979,0.04240206556985736,0.27093050479888914,0.005156042091434402,5980
park,5,0.0419595960527658,0.007428199992533884,0.3175000011920929,0.02048169372958245,0.3571806728839874,0.0033516205248793696,0.0,0.0,0.030325879715382996,0.004920013644024185,0.28519850373268124,0.02562429178954987,0.33459761142730715,0.002902452941864888,5980
park,10,0.02457323241978878,0.0046338824221938265,0.17170000374317168,0.027750233013233042,0.407711797952652,0.005987526665914623,0.0,0.0,0.01791984941810364,0.0028105295370225865,0.1482492476701736,0.018951944647775682,0.39148555397987367,0.00646294306634565,5980
traffic,-10,0.16723636388778684,0.01151610453457971,0.8572000026702881,0.05105217683558125,0.1672289967536926,0.002734958482188643,0.0395000003278255,0.005086747817634942,0.13546356856822964,0.008020102512092415,0.8242231249809265,0.045987649492494655,0.15054787993431087,0.0017476685496871321,5980
traffic,-5,0.08738686814904206,0.007559090078138574,0.5562999963760376,0.03861768486047919,0.2632304966449738,0.003939062827547428,0.0006000000284984399,0.0005477225835205635,0.06288216225802894,0.005026227050643695,0.5228738725185395,0.03928824991688916,0.238713327050209,0.004894659024475646,5980
traffic,0,0.052311616390943484,0.004681852228852452,0.3201000034809112,0.029473297730198297,0.33262054920196527,0.003452729133661258,0.0,0.0,0.0388221103698015,0.004023275979091094,0.29439849257469175,0.018855051587001306,0.3110721290111541,0.0027475852774867383,5980
traffic,5,0.029396464861929338,0.0028427124888745245,0.1614000022411346,0.019683112387762963,0.3987309157848358,0.008653183201452249,0.0,0.0,0.0217545228078961,0.0018280397958790368,0.1497246235609054,0.01958031456112277,0.37859821915626524,0.007936994285959061,5980
traffic,10,0.01778939394280312,0.004168233836405846,0.08170000016689297,0.03372795440416324,0.4367483079433441,0.009972168288209796,0.0,0.0,0.013834673259407241,0.003642308880608552,0.07867487519979473,0.02800027397487083,0.4195643126964569,0.008681503211189264,5980
