fold,noise_type,snr_db,n_pairs,sg_eer,sg_min_dcf,sg_threshold,cg_far,overall_eer,overall_min_dcf,overall_threshold
0,clean,,5980,0.0,0.0,0.3646010160446167,0.0,0.0,0.0,0.3646010160446167
0,cafeteria,-10,5980,0.0484924241900444,0.38749998807907104,0.18063129484653473,0.02199999988079071,0.040601758286356926,0.3621231019496918,0.16955623030662537
0,cafeteria,-5,5980,0.016080808825790882,0.14900000393390656,0.23080644011497498,0.0024999999441206455,0.013032663613557816,0.12387436628341675,0.21848028898239136
0,cafeteria,0,5980,0.0040202022064477205,0.025499999523162842,0.29872727394104004,0.0005000000237487257,0.0028819096041843295,0.025499999523162842,0.29231372475624084
0,cafeteria,5,5980,0.0015075757401064038,0.0044999998062849045,0.3544098734855652,0.0,0.0013781407033093274,0.0044999998062849045,0.3488262891769409
0,cafeteria,10,5980,0.0005025252758059651,0.0005000000237487257,0.33703115582466125,0.0,0.0005012562905903906,0.0005000000237487257,0.32583045959472656
0,metro,-10,5980,0.031909091398119926,0.27000001072883606,0.20291760563850403,0.014499999582767487,0.028445979580283165,0.24487437307834625,0.19124829769134521
0,metro,-5,5980,0.016080808825790882,0.08749999850988388,0.2467457503080368,0.0010000000474974513,0.012405779212713242,0.08749999850988388,0.23033639788627625
0,metro,0,5980,0.00452272710390389,0.019500000402331352,0.29883527755737305,0.0,0.0033831659238785505,0.019500000402331352,0.28924182057380676
0,metro,5,5980,0.0020101011032238603,0.004000000189989805,0.34297725558280945,0.0,0.0015037688426673412,0.004000000189989805,0.3244069814682007
0,metro,10,5980,0.0015075757401064038,0.0024999999441206455,0.3519948124885559,0.0,0.0010025125811807811,0.0024999999441206455,0.33133944869041443
0,office,-10,5980,0.00854292931035161,0.09650000184774399,0.24937091767787933,0.001500000013038516,0.006891959812492132,0.09650000184774399,0.2404216229915619
0,office,-5,5980,0.005025252467021346,0.03449999913573265,0.28493115305900574,0.0010000000474974513,0.0040100503247231245,0.03449999913573265,0.26532861590385437
0,office,0,5980,0.0020101011032238603,0.009499999694526196,0.3409728407859802,0.0,0.0013781407033093274,0.009499999694526196,0.3235406279563904
0,office,5,5980,0.0010050505516119301,0.0010000000474974513,0.3447108566761017,0.0,0.0005012562905903906,0.0010000000474974513,0.32131269574165344
0,office,10,5980,0.0,0.0,0.34913015365600586,0.0,0.0,0.0,0.34913015365600586
0,park,-10,5980,0.023116162046790123,0.22350001335144043,0.21683305501937866,0.008500000461935997,0.020425879396498203,0.19799748063087463,0.20365941524505615
0,park,-5,5980,0.01206060592085123,0.05649999901652336,0.25390884280204773,0.0020000000949949026,0.010025125462561846,0.05649999901652336,0.2419217824935913
0,park,0,5980,0.003517676843330264,0.06350000202655792,0.2959975600242615,0.001500000013038516,0.0030075376853346825,0.039874374866485596,0.28673216700553894
0,park,5,5980,0.0015075757401064038,0.0044999998062849045,0.35544392466545105,0.0005000000237487257,0.0010025125811807811,0.0044999998062849045,0.3472481369972229
0,park,10,5980,0.0005025252758059651,0.003000000026077032,0.3439100384712219,0.0,0.0005012562905903906,0.003000000026077032,0.3285680413246155
0,traffic,-10,5980,0.01708585862070322,0.15299999713897705,0.2430001199245453,0.0010000000474974513,0.011528894305229187,0.12787435948848724,0.22230620682239532
0,traffic,-5,5980,0.006030302960425615,0.07100000977516174,0.30790457129478455,0.0,0.0035087940050289035,0.045874372124671936,0.30101221799850464
0,traffic,0,5980,0.003517676843330264,0.01850000023841858,0.33082863688468933,0.0,0.0020050251623615623,0.01850000023841858,0.3195076882839203
0,traffic,5,5980,0.0010050505516119301,0.0020000000949949026,0.3320469856262207,0.0,0.0005012562905903906,0.0020000000949949026,0.32683101296424866
0,traffic,10,5980,0.0010050505516119301,0.001500000013038516,0.3508717715740204,0.0,0.0005012562905903906,0.001500000013038516,0.3317669630050659
1,clean,,5980,0.0,0.0,0.35334479808807373,0.0,0.0,0.0,0.35334479808807373
1,cafeteria,-10,5980,0.028893939219415188,0.23149999976158142,0.20728960633277893,0.0044999998062849045,0.024561557918787003,0.23149999976158142,0.1920674443244934
1,cafeteria,-5,5980,0.011055555660277605,0.10249999910593033,0.23081707954406738,0.0024999999441206455,0.008521357085555792,0.09287437796592712,0.2196500301361084
1,cafeteria,0,5980,0.0010050505516119301,0.00800000037997961,0.28017571568489075,0.0005000000237487257,0.0010025125811807811,0.00800000037997961,0.27001166343688965
1,cafeteria,5,5980,0.0015075757401064038,0.001500000013038516,0.3228718340396881,0.0,0.0008768844418227673,0.001500000013038516,0.31333619356155396
1,cafeteria,10,5980,0.0005025252758059651,0.001500000013038516,0.3508251905441284,0.0,0.0003756281512323767,0.001500000013038516,0.3508251905441284
1,metro,-10,5980,0.020603535696864128,0.13500000536441803,0.21677328646183014,0.004999999888241291,0.018045226112008095,0.13500000536441803,0.20095844566822052
1,metro,-5,5980,0.006030302960425615,0.07800000160932541,0.2510811686515808,0.001500000013038516,0.005012562731280923,0.0528743751347065,0.24102766811847687
1,metro,0,5980,0.003517676843330264,0.029999999329447746,0.2716039717197418,0.0,0.0028819096041843295,0.029999999329447746,0.25380170345306396
1,metro,5,5980,0.0005025252758059651,0.0005000000237487257,0.3174748122692108,0.0,0.0005012562905903906,0.0005000000237487257,0.30205538868904114
1,metro,10,5980,0.0005025252758059651,0.001500000013038516,0.3690316379070282,0.0,0.0003756281512323767,0.001500000013038516,0.3690316379070282
1,office,-10,5980,0.0040202022064477205,0.017000000923871994,0.27199649810791016,0.0005000000237487257,0.0030075376853346825,0.017000000923871994,0.2602073848247528
1,office,-5,5980,0.0015075757401064038,0.0035000001080334187,0.2901747524738312,0.0005000000237487257,0.0015037688426673412,0.0035000001080334187,0.2692485749721527
1,office,0,5980,0.0005025252758059651,0.005499999970197678,0.31612443923950195,0.0,0.0005012562905903906,0.005499999970197678,0.3051806092262268
1,office,5,5980,0.0,0.0,0.31630581617355347,0.0,0.0,0.0,0.31630581617355347
